Gene_id	Symbol	Gene_type	Sample_R01	Sample_R02	Sample_R03	Sample_R04	Sample_R05	Sample_R06	Sample_R07	Sample_R08	Sample_R09	Sample_R10	Sample_R11	Sample_R12	Sample_R13	Sample_R14
ENSMUSG00000094840	Muc3a	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000094841	Gm10610	lincRNA	5	4	3	7	0	2	1	0	0	0	0	0	0	0
ENSMUSG00000094842	Gm22639	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000094843	Ppp1r2-ps1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094845	Tmem95	protein_coding	1	3	0	2	1	0	1	2	0	1	4	2	2	3
ENSMUSG00000094846	Olfr1487	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094847	Gm22640	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094848	Gm22638	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094849	Vmn2r-ps18	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094850	Gm24319	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094852	Gm9034	processed_pseudogene	8.82	8.72	9.14	7.47	7.74	0	5.02	3.51	11.07	10.13	12.75	21.79	7.24	6.61
ENSMUSG00000094854	Gm5334	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094855	AC133095.1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094856	Gm21962	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000094858	Olfr1297	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094860	Gm3763	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094861	Gm5072	protein_coding	0	0.33	0	0	0	0	0	0	0	0.33	0.67	0	0.33	0
ENSMUSG00000094862	Ighv1-56	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094864	Gm17521	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094865	Gm7426	pseudogene	0	0	0	0	0	0	0	0	0	5.06	0	0	0	0
ENSMUSG00000094866	Gm25947	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094867	Gm21900	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094868	Dlx6os2	TEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094869	Gm21679	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094870	Zfp131	protein_coding	982	958	572	698	603	705	740	669	643	622	1042	812	735	782
ENSMUSG00000094872	Igkv9-120	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094873	Gm13812	processed_pseudogene	2.8	4.35	8.17	2.82	1.4	0	5.46	6.18	2.05	1.36	6.79	3.35	4.39	2.13
ENSMUSG00000094874	AC132444.3	protein_coding	0	0.17	0	0.14	0	0	0	0	0	0	0	0.2	0	0
ENSMUSG00000094875	Gm23151	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094876	Gm14345	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094877	Trav3n-3	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094878	Olfr130	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094879	Vmn1r129	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094880	Gm11109	unprocessed_pseudogene	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0
ENSMUSG00000094881	H2al2c	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094883	Gm25121	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094884	Olfr105-ps	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000094885	Ott	protein_coding	0	0	0	0	0	0	0	0	0.03	0	6.59	0	0	0.04
ENSMUSG00000094886	Gm10784	protein_coding	0	6.02	0.95	1.83	0	0	1.24	0	0.47	0	0.75	1	1	0.98
ENSMUSG00000094887	AC163611.2	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094888	Gm25120	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094889	Gm25119	scaRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094890	Gm22285	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094891	Olfr55	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094892	Vmn2r101	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094893	Gm4791	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000094894	Mir465b-1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094895	Gm22286	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094896	Gm22287	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094897	Gm22288	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094898	Vmn1r201	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094901	Gm23576	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094902	Igkv10-95	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094903	Gm23575	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094904	H2al1d	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094905	Vmn1r155	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094906	Gm23573	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094910	D430019H16Rik	protein_coding	0	0	1	1	3	2	0	1	4	0	2	0	0	0
ENSMUSG00000094911	Gm21921	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094912	Gm26392	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094913	Gm9507	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094914	Trav9d-2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094915	AC168977.2	protein_coding	1.5	0	0	0	0.19	0	0	0	0	0	0	0	0.09	0
ENSMUSG00000094916	Gm26391	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094917	Gm26390	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094918	Gm8765	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094919	Gm26389	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094920	Gm6605	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094921	Vmn2r112	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094922	Gm24759	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094923	Gm24760	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094925	Gm5798	protein_coding	0	0	1.27	0	0	0	0	0	0	0	1.76	0	0.54	0
ENSMUSG00000094926	Gm16533	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094927	Gm24761	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094928	1700122O11Rik	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094929	Gm3526	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094930	Igkv6-25	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094931	Vmn1r160	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094932	Gm2007	protein_coding	14.56	36.84	23.52	40.31	47.64	4.17	26.28	41.07	49.99	24.53	36.77	25.58	39.26	43.6
ENSMUSG00000094933	Mir683-2	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094934	Vmn1r163	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094935	Gm9726	protein_coding	59.14	60.53	41.26	48.99	9.6	43.8	57.7	68.81	53.72	100.48	23.91	63.24	45.99	32.26
ENSMUSG00000094936	Rbm4	protein_coding	501.93	447.89	269.29	325.72	222.01	332.76	476.04	384.3	181.41	347.96	334.74	314.34	236.03	359.36
ENSMUSG00000094937	Gm23770	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094938	Gm23092	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094939	Gm21773	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094940	Ighv1-84	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094941	Gm15093	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	14.38
ENSMUSG00000094942	Gm3604	protein_coding	24.71	24.25	18.07	22.62	25.18	18	19.86	21.47	14.73	13.09	10.98	6.82	20.07	27.37
ENSMUSG00000094943	Gm25753	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094945	Rhox4a2	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094946	Gm25754	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094947	Gm3944	protein_coding	0	0	0	0	0	0	1.02	0	1.05	0	1.09	2.11	0.89	0.88
ENSMUSG00000094948	Gm21286	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094950	Vmn2r66	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094951	Ighv5-6	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094952	Mir3070b	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094954	Gm8011	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094955	Gm3699	processed_pseudogene	21.77	65.6	41.96	20.26	25.95	1.85	101.99	77.35	121.25	123.09	152.28	289.57	114.27	76.55
ENSMUSG00000094956	n-R5s122	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094957	Ighd5-5	IG_D_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094958	3110021N24Rik	protein_coding	2	6	3	3	7	5	4	5	1	0	0	1	1	2
ENSMUSG00000094959	Gm24112	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094960	Gm22417	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094962	Gm21954	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094963	Gm22418	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094964	Gm15101	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094965	Gm22416	scaRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094966	Trav9-2	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094967	Obox4-ps18	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094968	Gm22419	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094969	Gm22420	miRNA	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094970	Olfr943	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000094971	Gm25255	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094972	Gm25254	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094973	Gm8994	protein_coding	0	0	3.86	0	0	0	9.92	6.31	3.77	0	0	0	11.68	5.35
ENSMUSG00000094974	Rps19-ps2	processed_pseudogene	0	1.66	1.93	5.35	1.7	1.04	0	3.21	9.27	1.64	6.47	8.35	5.74	3.41
ENSMUSG00000094975	Gm14595	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094976	Gm25257	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094977	Gm25256	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094978	Scgb1b20	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094979	Gm25253	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094980	Gm23727	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094981	Gm8653	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094982	Gm23725	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094983	Gm23726	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094985	Topaz1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094986	Olfr1454	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094987	Snord116l15	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094989	Rpl9-ps4	processed_pseudogene	1133.15	3276.59	992.48	2299.36	2540.39	54.15	3463.29	3097.01	4544.63	4145.94	6097.87	6591.01	5150.82	4383.43
ENSMUSG00000094991	Gm21718	lincRNA	0	0	0	0	6	0	1	3	4	4	60	51	10	10
ENSMUSG00000094992	Fbxw25	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094993	Igkv4-51	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094994	Gm22046	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094995	Pate3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094997	Gm22047	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094998	Gm22050	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094999	Gm17412	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095000	Gm25171	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095002	Olfr798	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095003	Gm25173	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095005	Astx6	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095006	Mir465c-2	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095007	Igkv12-41	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095008	Astx1c	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095009	Gm25175	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095010	Gm23490	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095011	Gm20838	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095015	Gm16434	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095016	Gm26285	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095017	Rps12-ps15	processed_pseudogene	0	0.22	0.45	0.15	0	0	0.35	0.41	1.14	0.45	1.1	0.65	0.26	0
ENSMUSG00000095019	AC234645.1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095020	Gm24020	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095021	Gm24021	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095022	Gm20765	protein_coding	0	0	0	0	0	0	0	0.25	0.17	0	1	0	1.78	0
ENSMUSG00000095023	Gm24019	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095024	Gm5458	protein_coding	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095025	Gm24018	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095026	Gm3336	protein_coding	0	1	0	0	1	0	1	0	3	0	0	0	0	1
ENSMUSG00000095027	Gm24017	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095028	Sirpb1b	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095029	Gm21370	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095030	Olfr1513	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095031	Gm22348	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095032	Gm21310	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095033	Gm22349	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095034	Gm17577	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095035	Gm22346	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095037	Gm22347	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095040	1700001J03Rik	protein_coding	1	1	0	1	3	3	0	0	4	3	1	5	5	8
ENSMUSG00000095041	AC149090.1	protein_coding	2850.32	2980.22	2669.37	3106.09	2429.8	3368.01	4331.69	3458.55	2395.93	2331.27	1909.24	1956.25	2629	2693.47
ENSMUSG00000095042	Gm12537	processed_pseudogene	13.48	3.5	3.08	3.38	5.15	6.05	3.5	1.78	5.14	5.31	17.45	13.77	1.66	3.51
ENSMUSG00000095044	Gm6401	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0
ENSMUSG00000095045	Gm22851	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095047	Gm22852	miRNA	0	0	0	1	1	0	5	1	4	0	1	0	3	1
ENSMUSG00000095048	Gm11239	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095049	Gm21756	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095051	Gm25673	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095052	Gm25672	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095053	Gm25671	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095054	Gm13146	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095056	Gm3159	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095057	Zfp353-ps	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095059	Gm25670	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095060	Gm26188	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095061	E030018B13Rik	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095063	Slx	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095064	Vmn1r135	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095065	Gm5947	unprocessed_pseudogene	0.2	0	0	0	0	0	0.25	0.67	0	0	0	0	0	0.2
ENSMUSG00000095066	Defa20	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095068	Gm26189	snRNA	0	0	0	0	0	0	0	0	1	0	1	0	0	0.25
ENSMUSG00000095069	Gm26190	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095070	Gm24508	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095071	AF067061	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000095072	Gm24509	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095073	n-R5s101	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095074	Gm3139	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000095075	Olfr782	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095076	AC125178.2	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095078	Gm5866	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095079	Igha	IG_C_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095081	Gm8693	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095082	Gm15091	protein_coding	0	0	0	0	2.42	0	0	0	0	0	3.41	0	0	0
ENSMUSG00000095085	Gm25326	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095086	Gm25327	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095087	Gm25328	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095088	Trav11d	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095089	Gm7408	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095091	Gm23660	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095092	AC125149.5	protein_coding	0	0.17	0	0.14	0	0	0	0	0	0	0	0.2	0	0
ENSMUSG00000095093	Vmn2r111	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095094	Gm23659	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095095	Olfr385	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095096	Vmn2r-ps17	unprocessed_pseudogene	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000095097	Gm23658	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5
ENSMUSG00000095098	Ccdc85b	protein_coding	260	370	357	454	526	425	779	538	615	587	523	652	910	619
ENSMUSG00000095100	Gm22128	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095101	Gm13285	protein_coding	7.75	16.07	11.93	22.09	0	0	9.21	9.38	11	5.76	14.52	18.6	4.42	11.53
ENSMUSG00000095102	n-R5s167	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095103	Gm21171	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095104	Esp15	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095105	Edaradd	protein_coding	1	1	1	1	0	0	0	1	0	0	0	2	0	0
ENSMUSG00000095107	Vmn2r-ps10	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095108	Gm17467	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095110	1700003E24Rik	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095111	Gm23713	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095112	Gm23712	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095113	Gm3633	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095115	Itpripl2	protein_coding	3313	4581	3318	4304	3839	3329	4013	3520	1784.99	1957	2957	2505	3405	4274
ENSMUSG00000095116	Gm23714	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095117	Ighv8-9	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095118	Snord14d	snoRNA	0.41	0	0	0	0	0	0	0	0.65	0	0.34	0.76	0	0
ENSMUSG00000095119	Gm23711	snoRNA	0	0	0.5	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000095121	Gm23216	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095122	Gm23215	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095123	Gm21781	lincRNA	182	177	231	260	286	386	367	351	241	249	125	87	511	621
ENSMUSG00000095125	Vmn1r198	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095126	Trav6-7-dv9	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095127	Ighv1-82	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095128	Gm5709	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095129	Gm23217	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095130	Ighv1-39	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095131	n-R5s110	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095132	Rnu6	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095133	Gm24897	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095134	Gm21857	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095135	Gm21858	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095136	Gm12616	unprocessed_pseudogene	0	0.75	0.26	0.14	0	0	0.88	0.75	0.11	0.11	0	0	0.4	1
ENSMUSG00000095137	Rps12-ps17	processed_pseudogene	0.37	0.22	0	0.13	0	0	0.34	0	0	0	0	0	0	0
ENSMUSG00000095138	Olfr781	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095139	Pou3f2	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
